Data;Rt_positivi;Rt_sintomatici;Nuovi casi;Deceduti;Dimessi_Guariti;Ricoverati;Terapia_intensiva;Tamponi_giornalieri;Nuovi_casi_0_5 ;Nuovi_casi_6_12;Nuovi_casi_13_19;Nuovi_casi_20_29;Nuovi_casi_30_39;Nuovi_casi_40_49;Nuovi_casi_50_59;Nuovi_casi_60_69;Nuovi_casi_70_79;Nuovi_casi_80_89;Nuovi_casi_90;Ricoveri_0_5 ;Ricoveri_6_12;Ricoveri_13_19;Ricoveri_20_29;Ricoveri_30_39;Ricoveri_40_49;Ricoveri_50_59;Ricoveri_60_69;Ricoveri_70_79;Ricoveri_80_89;Ricoveri_90;Terapia_intensiva_5_11;Terapia_intensiva_6_12;Terapia_intensiva_13_19;Terapia_intensiva_20_29;Terapia_intensiva_30_39;Terapia_intensiva_40_49;Terapia_intensiva_50_59;Terapia_intensiva_60_69;Terapia_intensiva_70_79;Terapia_intensiva_80_89;Terapia_intensiva_90;Deceduti_5_11;Deceduti_6_12;Deceduti_13_19;Deceduti_20_29;Deceduti_30_39;Deceduti_40_49;Deceduti_50_59;Deceduti_60_69;Deceduti_70_79;Deceduti_80_89;Deceduti_90
05/03/20;3,075295424;3,217001585;1;0;0;1;0;7;0;0;0;0,285714286;0;0;0,571428571;0,714285714;0,428571429;0;0;0;0;0;0,142857143;0;0;0,428571429;0,571428571;0,285714286;0;0;;;;;;;;;;;;;;;;;;;;;;
06/03/20;3,048068932;3,123845177;2;0;0;2;0;46;0;0;0;0,285714286;0;0,142857143;0,714285714;1;0,428571429;0;0;0;0;0;0,142857143;0;0;0,571428571;0,571428571;0,285714286;0;0;;;;;;;;;;;;;;;;;;;;;;
07/03/20;3,176492354;3,181327972;0;0;0;2;0;14;0;0;0;0,428571429;0,285714286;0,285714286;0,857142857;1,428571429;0,571428571;0;0;0;0;0;0,142857143;0,142857143;0;0,571428571;0,714285714;0,428571429;0;0;;;;;;;;;;;;;;;;;;;;;;
08/03/20;3,235612376;3,162746669;5;0;0;5;0;0;0;0;0,142857143;0,714285714;0,428571429;0,857142857;1,142857143;1,571428571;0,857142857;0,142857143;0;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429;0,857142857;0,428571429;0;0;;;;;;;;;;;;;;;;;;;;;;
09/03/20;3,333263854;3,178030168;2;0;2;8;0;60;0;0;0,142857143;0,714285714;0,428571429;1,142857143;1,285714286;2;1;0,285714286;0;0;0;0;0,142857143;0,142857143;0,428571429;0,714285714;1;0,571428571;0,142857143;0;;;;;;;;;;;;;;;;;;;;;;
10/03/20;3,392340449;3,150409425;2;0;0;8;2;187;0;0;0,285714286;0,571428571;0,714285714;2;1,714285714;2,142857143;1,714285714;0,428571429;0,142857143;0;0;0;0;0,142857143;0,714285714;0,857142857;1,285714286;0,857142857;0,142857143;0;;;;;;;;;;;;;;;;;;;;;;
11/03/20;3,441923;3,111307866;6;0;0;10;2;45;0;0;0,285714286;0,714285714;0,714285714;2,142857143;1,857142857;2,285714286;1,714285714;0,714285714;0,142857143;0;0;0;0;0,285714286;0,857142857;1;1,285714286;1,285714286;0,428571429;0;0;0;0;0;0;0;0,142857143;0,285714286;0,142857143;0;0;;;;;;;;;;;
12/03/20;3,364447025;3,09544279;14;0;-1;14;2;78;0;0;0,285714286;0,857142857;1;2,571428571;2,142857143;2,714285714;1,857142857;0,714285714;0,142857143;0;0;0;0,142857143;0,285714286;1;1;1,142857143;1,142857143;0,428571429;0,142857143;0;0;0;0;0;0,142857143;0,142857143;0;0,285714286;0,142857143;0;;;;;;;;;;;
13/03/20;3,15582382;2,969253142;5;0;0;18;3;21;0;0;0,428571429;1,142857143;1,285714286;2,857142857;3,571428571;3,285714286;2,428571429;1,142857143;0,142857143;0;0;0;0,142857143;0,285714286;1,142857143;1,142857143;1,285714286;1,285714286;0,571428571;0,142857143;0;0;0;0;0;0,285714286;0,142857143;0;0,571428571;0,142857143;0;;;;;;;;;;;
14/03/20;3,01162106;2,867146177;22;0;0;22;4;207;0;0;0,428571429;1,142857143;1,428571429;3,142857143;5;4,142857143;2,714285714;1,714285714;0,142857143;0;0;0;0,142857143;0,285714286;1,142857143;1,285714286;1,571428571;1,285714286;0,571428571;0,142857143;0;0;0;0;0;0,285714286;0,142857143;0;0,571428571;0,142857143;0;;;;;;;;;;;
15/03/20;2,899439059;2,783077244;8;1;0;32;6;173;0,142857143;0,142857143;0,285714286;1,285714286;1,428571429;3,285714286;5,285714286;4;3;1,857142857;0,142857143;0;0;0;0,142857143;0,285714286;1,142857143;1,571428571;2,142857143;1,714285714;0,857142857;0,142857143;0;0;0;0;0;0,285714286;0,142857143;0,428571429;0,857142857;0,142857143;0;;;;;;;;;;;
16/03/20;2,758756757;2,663814122;21;0;0;36;7;146;0,142857143;0,142857143;0,428571429;1,857142857;1,571428571;4,142857143;5,714285714;5;3,285714286;2;0,142857143;0;0;0;0,285714286;0,285714286;1,142857143;2,285714286;3,142857143;1,857142857;1,142857143;0,285714286;0;0;0;0;0;0,285714286;0,285714286;0,571428571;0,857142857;0,285714286;0;0;0;0;0;0;0;0;0,428571429;0;0;0
17/03/20;2,616508677;2,536420798;25;0;0;45;10;263;0,142857143;0,285714286;0,285714286;2,285714286;1,428571429;4;6;5,571428571;3;2,142857143;0;0;0;0;0,285714286;0,285714286;1;2,285714286;3,142857143;1,571428571;1,285714286;0,285714286;0;0;0;0;0;0,285714286;0,285714286;0,714285714;0,857142857;0,285714286;0;0;0;0;0;0;0;0;0,428571429;0,142857143;0;0
18/03/20;2,430097694;2,365599719;15;0;1;45;11;375;0,142857143;0,428571429;0,571428571;2,428571429;2,285714286;4,428571429;6,571428571;6,857142857;3,428571429;2,285714286;0,428571429;0;0;0;0,285714286;0,142857143;1,142857143;2,285714286;3,571428571;1,857142857;1;0,285714286;0;0;0;0;0;0,285714286;0,428571429;0,714285714;0,714285714;0,285714286;0;0;0;0;0;0;0;0;0,428571429;0,142857143;0,142857143;0,142857143
19/03/20;2,229290294;2,177511193;40;2;0;60;13;674;0,142857143;0,428571429;0,571428571;2,571428571;2,714285714;5;7,142857143;6,857142857;3,714285714;3,142857143;0,571428571;0;0;0;0,142857143;0,142857143;1;2,285714286;3,857142857;1,857142857;1,285714286;0,142857143;0;0;0;0;0;0,142857143;0,571428571;0,857142857;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0,428571429;0,285714286;0,142857143;0,142857143
20/03/20;2,076318527;2,032828478;38;1;0;71;16;348;0,142857143;0,571428571;0,428571429;2,428571429;3;5,142857143;6,428571429;7;3,714285714;3;0,571428571;0;0;0;0,142857143;0,142857143;0,857142857;2,714285714;3,714285714;2,142857143;1,714285714;0,142857143;0;0;0;0;0;0;0,857142857;0,857142857;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0,428571429;0,285714286;0,142857143;0,142857143
21/03/20;1,914834119;1,878948135;28;1;3;73;16;360;0,142857143;0,571428571;0,857142857;2,714285714;2,857142857;5,285714286;6,285714286;6,428571429;3,571428571;2,571428571;0,857142857;0;0;0;0,142857143;0;0,857142857;2,857142857;3,285714286;2,285714286;1,714285714;0,285714286;0;0;0;0;0;0;0,857142857;1;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0,571428571;0,571428571;0,428571429;0,142857143
22/03/20;1,769133972;1,739976453;38;3;0;77;17;616;0,142857143;0,571428571;1,142857143;2,857142857;3,571428571;6,142857143;7;7,428571429;4;2,571428571;1,142857143;0;0;0;0,285714286;0;0,571428571;2,857142857;3;1,857142857;1,428571429;0,285714286;0;0;0;0;0;0;1;0,571428571;0,142857143;0,428571429;0;0;0;0;0;0;0;0;0,714285714;0,571428571;0,571428571;0,285714286
23/03/20;1,621588643;1,598616785;19;-1;0;82;20;407;0,142857143;1;1,571428571;2,571428571;4,285714286;6,571428571;8,571428571;7,857142857;5,142857143;5,142857143;2,142857143;0;0;0;0,142857143;0;0,428571429;2,142857143;2,142857143;1,714285714;1,142857143;0,142857143;0;0;0;0;0;0;0,714285714;0,428571429;0,142857143;0,285714286;0;0;0;0;0;0;0;0;0,714285714;0,571428571;0,714285714;0,285714286
24/03/20;1,511600656;1,493420293;27;3;0;88;21;413;0,142857143;1,142857143;2;3;5,142857143;7,142857143;8,428571429;8,142857143;5,714285714;5,428571429;2,428571429;0;0;0;0,142857143;0,142857143;0,428571429;2,428571429;2,714285714;2;1,571428571;0,285714286;0;0;0;0;0;0;0,714285714;0,571428571;0,142857143;0,285714286;0;0;0;0;0;0;0;0;0,571428571;0,571428571;1;0,285714286
25/03/20;1,41768077;1,403054039;32;1;2;93;23;572;0,142857143;1;1,714285714;3,285714286;4,428571429;7,571428571;8,571428571;7,571428571;5,285714286;5,285714286;2;0;0;0;0,142857143;0,142857143;0,142857143;2,428571429;2,142857143;1,571428571;1,857142857;0,285714286;0;0;0;0;0;0;0,571428571;0,571428571;0,142857143;0,285714286;0;0;0;0;0;0;0;0;0,571428571;0,714285714;1;0,142857143
26/03/20;1,334748582;1,318362265;42;3;0;101;23;875;0,142857143;1;1,714285714;3,142857143;3,714285714;7,285714286;8;7,285714286;5;4,857142857;2,142857143;0;0;0;0,142857143;0,142857143;0,428571429;2,428571429;2,142857143;1,428571429;1,857142857;0,571428571;0;0;0;0;0;0;0,571428571;0,428571429;0;0,285714286;0;0;0;0;0;0;0;0;0,571428571;0,857142857;1;0,142857143
27/03/20;1,265280374;1,246970148;101;4;0;103;22;968;0,142857143;1,142857143;2;3,428571429;3,571428571;7,428571429;7,571428571;6,571428571;4,571428571;4,571428571;2,142857143;0;0;0;0,142857143;0,285714286;0,571428571;2,142857143;2,285714286;1;1,857142857;0,714285714;0;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0;0,285714286;0,571428571;1;1,571428571;0,285714286
28/03/20;1,196837926;1,177789794;61;3;4;107;22;859;0,285714286;1,142857143;1,714285714;3,428571429;4,142857143;8,142857143;6,428571429;6,428571429;4,428571429;4,428571429;1,857142857;0;0;0;0,285714286;0,285714286;0,857142857;2,142857143;2,857142857;1,142857143;2,285714286;0,571428571;0;0;0;0;0;0;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0;0;0;0,428571429;0,428571429;0,714285714;1,285714286;0,285714286
29/03/20;1,137601509;1,118457529;59;4;1;124;19;725;0,142857143;1;1,571428571;3,714285714;3,857142857;6,857142857;5,142857143;5,857142857;3,714285714;4,714285714;1,571428571;0;0;0;0,142857143;0,428571429;1;2;3;1,428571429;3,285714286;0,857142857;0;0;0;0;0;0;0,142857143;0,714285714;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;0,428571429;0,714285714;1,142857143;0,285714286
30/03/20;1,087793987;1,069568009;33;6;2;130;18;528;0,285714286;0,857142857;1,285714286;3,571428571;3,142857143;5,571428571;3,428571429;4;2,714285714;2;0,571428571;0;0;0;0,142857143;0,428571429;1,142857143;2;3;2,714285714;4,428571429;2;0;0;0;0;0;0;0,285714286;0,714285714;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;0,285714286;0,714285714;1,285714286;0,428571429
31/03/20;1,04295648;1,026672632;12;5;3;132;17;314;0,285714286;0,857142857;1,142857143;3,428571429;2,714285714;4,571428571;3,857142857;3,571428571;1,714285714;1,571428571;0,285714286;0;0;0;0,142857143;0,285714286;1;1,571428571;2,142857143;2,571428571;3,857142857;1,857142857;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;0,571428571;0,857142857;1;0,714285714
01/04/20;1,008097985;0,994258969;10;2;4;144;16;656;0,428571429;1,142857143;1,857142857;4;3,428571429;4,142857143;3,285714286;3,285714286;1,428571429;1,571428571;0,714285714;0;0;0;0,142857143;0,285714286;1;1,571428571;2,142857143;2,428571429;3,571428571;1,857142857;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;0,714285714;0,714285714;1,428571429;0,714285714
02/04/20;0,972680733;0,961566959;22;3;2;163;19;696;0,428571429;1,142857143;2,142857143;3,857142857;3,428571429;3,714285714;3,285714286;3,142857143;1,428571429;1,285714286;0,428571429;0;0;0;0,142857143;0,285714286;0,714285714;1,571428571;2;2,428571429;3,428571429;1,857142857;0;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0,142857143;0;0;0;0;0;0;0;0,571428571;0,857142857;0,428571429;2;0,714285714
03/04/20;0,934941877;0,926475557;42;4;3;183;17;929;0,571428571;0,857142857;2,142857143;3,857142857;3;3;2,857142857;3,428571429;1,285714286;1,285714286;0,571428571;0;0;0;0,142857143;0,142857143;0,714285714;1,142857143;1,714285714;2,428571429;3;1,714285714;0;0;0;0;0;0;0,285714286;0,428571429;0,142857143;0,142857143;0;0;0;0;0;0;0;0,285714286;0,857142857;0,428571429;1,571428571;0,714285714
04/04/20;0,906617854;0,901155064;8;4;4;178;15;706;0,428571429;0,857142857;2;4,428571429;2,428571429;2,142857143;3,714285714;3;1,285714286;1,428571429;0,571428571;0;0;0,142857143;0,142857143;0,142857143;0,428571429;1,142857143;1,285714286;2;2,714285714;1,714285714;0;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0,285714286;0;0;0;0;0;0;0;0,142857143;0,857142857;0,428571429;1,571428571;0,714285714
05/04/20;0,879304891;0,876911129;54;7;3;174;13;763;0,428571429;0,857142857;2,428571429;4;2,285714286;2;4,285714286;2,285714286;1,571428571;1;0,714285714;0;0;0,142857143;0,142857143;0;0,285714286;1,142857143;0,714285714;2;1,714285714;1,428571429;0;0;0;0;0;0;0,285714286;0,285714286;0,142857143;0,142857143;0;0;0;0;0;0;0;0;0,714285714;0,428571429;1,571428571;0,571428571
06/04/20;0,854932515;0,854961885;22;2;4;170;14;556;0,285714286;0,571428571;2,285714286;4,571428571;2,428571429;2,142857143;4,571428571;2,285714286;1,285714286;1,142857143;0,714285714;0;0;0,142857143;0,142857143;0;0,142857143;0,857142857;0,428571429;0,571428571;0,428571429;0,285714286;0;0;0;0;0;0;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0;0;0;0;0,571428571;0,428571429;1,428571429;0,428571429
07/04/20;0,819529224;0,821687723;16;2;3;169;14;439;0,285714286;0,285714286;2,428571429;4,142857143;2;2,142857143;3,285714286;1,714285714;1,428571429;1;0,714285714;0;0;0,142857143;0,285714286;0;0,285714286;1,285714286;0,428571429;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0;0;0,142857143;0,428571429;0,285714286;1,428571429;0,285714286
08/04/20;0,777808207;0,781251212;26;0;4;170;15;905;0,142857143;0;1,714285714;3,142857143;1,285714286;1,714285714;3,285714286;1,142857143;1,428571429;0,714285714;0,285714286;0;0;0,142857143;0,428571429;0;0,285714286;1,142857143;0,428571429;0,285714286;0,571428571;0,285714286;0;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0;0;0;0;0;0;0;0,142857143;0,285714286;0,285714286;1;0,285714286
09/04/20;0,735797464;0,741221163;15;1;4;168;15;721;0,142857143;0;1,428571429;3,142857143;1,428571429;1,571428571;3;1,285714286;1,142857143;0,571428571;0,285714286;0;0;0,142857143;0,428571429;0;0,285714286;1,142857143;0,285714286;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429;0,285714286
10/04/20;0,691214629;0,698843972;27;4;2;168;14;939;0;0;1,142857143;3;1,428571429;2,142857143;3,285714286;0,857142857;1,428571429;0,714285714;0,285714286;0;0;0,142857143;0,428571429;0,142857143;0,142857143;1,285714286;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0;0,285714286;0,285714286;0,142857143;0;0;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,142857143
11/04/20;0,648627286;0,657413886;14;1;7;169;15;856;0,142857143;0,285714286;1,428571429;2,428571429;1,714285714;2,857142857;3;1,285714286;1,428571429;1;0,285714286;0;0;0;0,285714286;0,285714286;0,285714286;1,428571429;0,428571429;0,571428571;0,285714286;0;0;0;0;0;0;0;0;0,142857143;0,285714286;0;0;0;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,142857143
12/04/20;0,599345724;0,607817846;8;0;5;165;14;718;0,142857143;0,428571429;1;2,428571429;2,142857143;3,142857143;2,714285714;1,571428571;1,142857143;1,285714286;0,285714286;0;0;0;0,285714286;0,285714286;0,285714286;1,285714286;0,571428571;0,285714286;0,285714286;0;0;0;0;0;0;0;0;0,142857143;0,285714286;0;0;0;0;0;0;0;0;0,285714286;0,142857143;0,285714286;0,571428571;0,142857143
13/04/20;0,552322589;0,558824063;5;1;8;160;12;385;0,142857143;0,428571429;0,857142857;2,285714286;1,857142857;3,142857143;2,857142857;2,428571429;1,571428571;2,285714286;1,571428571;0;0;0;0,285714286;0,571428571;0,285714286;1,285714286;0,571428571;0,571428571;0,285714286;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0;0;0;0;0;0;0;0;0,285714286;0,142857143;0,285714286;0,428571429;0,285714286
14/04/20;0,510769411;0,514711155;28;1;2;161;12;418;0,142857143;0,428571429;0,428571429;2;1,714285714;3,142857143;3,428571429;2,571428571;2;2,857142857;1,714285714;0;0;0;0,142857143;0,571428571;0,142857143;1;0,714285714;0,571428571;0,285714286;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0;0;0;0;0;0;0;0;0,142857143;0;0,142857143;0,571428571;0,285714286
15/04/20;0,472866975;0,474146915;15;3;9;156;11;648;0,142857143;0,428571429;0,428571429;2;1,714285714;3;3,428571429;2,428571429;2;3,142857143;1,714285714;0;0;0;0;0,714285714;0,142857143;0,857142857;0,714285714;0,571428571;0,285714286;0;0;0;0;0;0;0;0;0;0,142857143;0;0;0;0;0;0;0;0;0,142857143;0;0,142857143;0,571428571;0,285714286
16/04/20;0,45268626;0,451863322;38;1;9;157;9;980;0,428571429;0,571428571;0,428571429;2,285714286;1,857142857;3;3,714285714;2,428571429;2;3,142857143;1,714285714;0;0;0;0;0,714285714;0,285714286;0,714285714;0,714285714;0,428571429;0,285714286;0,142857143;0;0;0;0;0;0;0;0;0,285714286;0;0;0;0;0;0;0;0;0,142857143;0;0,142857143;0,571428571;0,285714286
17/04/20;0,434019747;0,431216329;-18;1;9;154;7;1015;0,428571429;0,571428571;0,428571429;2;1,857142857;2,428571429;3,428571429;2,428571429;2;3;1,571428571;0;0;0;0;0,714285714;0,285714286;0,571428571;0,857142857;0,285714286;0,285714286;0,142857143;0;0;0;0;0;0;0;0;0,285714286;0;0;0;0;0;0;0;0;0;0;0,285714286;0,428571429;0,285714286
18/04/20;0,417324123;0,4117833;20;0;7;152;7;1137;0,285714286;0,428571429;0,285714286;1,857142857;1,285714286;1,285714286;3,142857143;2,142857143;1,857142857;2,571428571;1,571428571;0;0;0;0,142857143;0,571428571;0,142857143;0,142857143;0,714285714;0,285714286;0,285714286;0,285714286;0;0;0;0;0;0;0;0;0,285714286;0;0;0;0;0;0;0;0;0;0;0,285714286;0,428571429;0,285714286
19/04/20;0,406513962;0,395208365;24;2;10;142;6;966;0,285714286;0,285714286;0,285714286;1,857142857;0,857142857;1;3,142857143;1,857142857;1,857142857;2,142857143;1,428571429;0;0;0;0,142857143;0,714285714;0,285714286;0,142857143;0,571428571;0,428571429;0,285714286;0,428571429;0;0;0;0;0;0;0;0;0,285714286;0;0;0;0;0;0;0;0;0;0;0,142857143;0,285714286;0,285714286
20/04/20;0,399824577;0,384978152;3;0;19;140;7;613;0,285714286;0,285714286;0,428571429;1,571428571;1;0,714285714;2,571428571;1;1,142857143;0,857142857;0,142857143;0;0;0;0,142857143;0,428571429;0,285714286;0,285714286;0,571428571;0,142857143;0,285714286;0,428571429;0;0;0;0;0;0;0;0;0,285714286;0;0;0;0;0;0;0;0;0;0;0,142857143;0,428571429;0,285714286
21/04/20;0,408216217;0,386554268;9;1;17;133;7;1067;0,571428571;0,285714286;0,571428571;1,714285714;1,142857143;0,428571429;2;0,714285714;0,714285714;0,428571429;0;0;0;0;0,142857143;0,428571429;0,428571429;0,142857143;0,285714286;0,142857143;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0,142857143;0,285714286;0,428571429
22/04/20;0,43155191;0,407032862;13;0;11;128;7;1120;0,571428571;0,285714286;0,714285714;1,857142857;1;0,428571429;1,714285714;0,857142857;0,714285714;0,142857143;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429;0,285714286;0,285714286;0,285714286;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,428571429
23/04/20;0,458928802;0,43372948;9;0;7;129;7;1309;0,285714286;0,142857143;0,714285714;1,714285714;0,857142857;0,428571429;1,428571429;0,714285714;0,714285714;0,142857143;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,428571429;0,285714286;0,285714286;0,428571429;0,285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
24/04/20;0,477406258;0,452258424;10;4;8;123;7;895;0,285714286;0,142857143;0,714285714;1,714285714;0,857142857;0,571428571;1,571428571;0,571428571;0,428571429;0,142857143;0;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,428571429;0;0,428571429;0,428571429;0,285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0;0,285714286;0,571428571
25/04/20;0,509435195;0,485250197;9;0;19;125;7;1195;0,285714286;0;0,571428571;1,857142857;1,142857143;0,571428571;1;0,285714286;0,428571429;0,142857143;0;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,428571429;0;0,428571429;0,285714286;0,285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0,428571429;0,571428571
26/04/20;0,554129409;0,531989273;1;0;15;118;8;894;0,285714286;0;0,428571429;1,714285714;0,857142857;0,428571429;0,714285714;0,285714286;0,142857143;0,142857143;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,428571429;0;0,285714286;0,285714286;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0,428571429;0,571428571
27/04/20;0,592520142;0,575744909;7;3;19;114;6;934;0,428571429;0;0,428571429;1,285714286;0,714285714;0,285714286;0,571428571;0,142857143;0,142857143;0,142857143;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,428571429;0;0,285714286;0,285714286;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,428571429
28/04/20;0,616189054;0,60425104;1;2;17;113;6;1968;0,142857143;0;0,285714286;1,142857143;0,714285714;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0;0,428571429;0,142857143;0,285714286;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,285714286
29/04/20;0,607923808;0,59872685;5;1;15;107;6;1159;0,142857143;0;0,142857143;0,857142857;0,857142857;0,428571429;0,714285714;0;0;0;0;0;0;0;0,142857143;0,142857143;0;0,285714286;0,142857143;0,142857143;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,285714286
30/04/20;0,594553584;0,586640142;6;0;19;105;6;989;0,142857143;0;0,142857143;0,714285714;0,714285714;0,428571429;0,714285714;0;0;0;0;0;0;0;0,142857143;0,142857143;0;0,142857143;0,142857143;0,142857143;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142857143;0;0,428571429;0,142857143;0,285714286
01/05/20;0,582192613;0,574318568;4;0;17;105;3;1151;0,285714286;0;0,142857143;0,857142857;0,714285714;0,285714286;0,714285714;0;0;0,142857143;0;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,142857143;0;0,142857143;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,428571429;0,142857143;0,142857143
02/05/20;0,551862148;0,542241343;0;2;12;100;4;874;0,285714286;0;0,142857143;0,571428571;0,714285714;0,285714286;0,714285714;0;0;0,142857143;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0;0,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,285714286;0;0,142857143
